product_id,manufacturer,management_group
prod_4629,manufacturer_4420,group_4420
prod_8101,manufacturer_4421,group_4421
prod_3482,manufacturer_4422,group_4422
prod_4884,manufacturer_4423,group_4423
prod_2879,manufacturer_4424,group_4424
prod_9587,manufacturer_4425,group_4425
prod_3243,manufacturer_4426,group_4426
prod_4758,manufacturer_4427,group_4427
prod_6915,manufacturer_4428,group_4428
prod_5934,manufacturer_4429,group_4429
prod_9501,manufacturer_4430,group_4430
prod_9546,manufacturer_4431,group_4431
prod_1020,manufacturer_4432,group_4432
prod_9676,manufacturer_4433,group_4433
prod_8002,manufacturer_4434,group_4434
prod_6644,manufacturer_4435,group_4435
prod_1524,manufacturer_4436,group_4436
prod_6680,manufacturer_4437,group_4437
prod_9141,manufacturer_4438,group_4438
prod_9825,manufacturer_4439,group_4439
prod_1231,manufacturer_4440,group_4440
prod_2927,manufacturer_4441,group_4441
prod_2909,manufacturer_4442,group_4442
prod_9734,manufacturer_4443,group_4443
prod_5918,manufacturer_4444,group_4444
prod_1628,manufacturer_4445,group_4445
prod_6050,manufacturer_4446,group_4446
prod_5879,manufacturer_4447,group_4447
prod_8245,manufacturer_4448,group_4448
prod_1983,manufacturer_4449,group_4449
prod_5181,manufacturer_4450,group_4450
prod_5891,manufacturer_4451,group_4451
prod_8148,manufacturer_4452,group_4452
prod_9288,manufacturer_4453,group_4453
prod_3134,manufacturer_4454,group_4454
prod_1264,manufacturer_4455,group_4455
prod_1547,manufacturer_4456,group_4456
prod_4530,manufacturer_4457,group_4457
prod_2856,manufacturer_4458,group_4458
prod_9982,manufacturer_4459,group_4459
prod_3689,manufacturer_4460,group_4460
prod_6285,manufacturer_4461,group_4461
prod_6634,manufacturer_4462,group_4462
prod_2833,manufacturer_4463,group_4463
prod_2367,manufacturer_4464,group_4464
prod_6193,manufacturer_4465,group_4465
prod_8411,manufacturer_4466,group_4466
prod_1762,manufacturer_4467,group_4467
prod_5565,manufacturer_4468,group_4468
prod_3074,manufacturer_4469,group_4469
prod_7658,manufacturer_4470,group_4470
prod_8249,manufacturer_4471,group_4471
prod_8802,manufacturer_4472,group_4472
prod_2142,manufacturer_4473,group_4473
prod_2057,manufacturer_4474,group_4474
prod_9018,manufacturer_4475,group_4475
prod_9378,manufacturer_4476,group_4476
prod_1220,manufacturer_4477,group_4477
prod_8152,manufacturer_4478,group_4478
prod_1979,manufacturer_4479,group_4479
prod_8274,manufacturer_4480,group_4480
prod_6920,manufacturer_4481,group_4481
prod_9702,manufacturer_4482,group_4482
prod_1492,manufacturer_4483,group_4483
prod_2970,manufacturer_4484,group_4484
prod_7153,manufacturer_4485,group_4485
prod_4942,manufacturer_4486,group_4486
prod_7530,manufacturer_4487,group_4487
prod_3076,manufacturer_4488,group_4488
prod_5811,manufacturer_4489,group_4489
prod_3833,manufacturer_4490,group_4490
prod_3229,manufacturer_4491,group_4491
prod_6868,manufacturer_4492,group_4492
prod_8269,manufacturer_4493,group_4493
prod_9868,manufacturer_4494,group_4494
prod_9181,manufacturer_4495,group_4495
prod_1194,manufacturer_4496,group_4496
prod_9269,manufacturer_4497,group_4497
prod_9175,manufacturer_4498,group_4498
prod_3987,manufacturer_4499,group_4499
prod_1247,manufacturer_4500,group_4500
prod_7811,manufacturer_4501,group_4501
prod_1167,manufacturer_4502,group_4502
prod_8170,manufacturer_4503,group_4503
prod_2288,manufacturer_4504,group_4504
prod_2354,manufacturer_4505,group_4505
prod_9550,manufacturer_4506,group_4506
prod_4627,manufacturer_4507,group_4507
prod_7578,manufacturer_4508,group_4508
prod_5074,manufacturer_4509,group_4509
prod_6407,manufacturer_4510,group_4510
prod_8227,manufacturer_4511,group_4511
prod_6102,manufacturer_4512,group_4512
prod_1406,manufacturer_4513,group_4513
prod_5190,manufacturer_4514,group_4514
prod_6362,manufacturer_4515,group_4515
prod_3277,manufacturer_4516,group_4516
prod_5048,manufacturer_4517,group_4517
prod_2733,manufacturer_4518,group_4518
prod_8361,manufacturer_4519,group_4519
prod_6727,manufacturer_4520,group_4520
prod_8070,manufacturer_4521,group_4521
prod_8470,manufacturer_4522,group_4522
prod_1788,manufacturer_4523,group_4523
prod_1208,manufacturer_4524,group_4524
prod_1782,manufacturer_4525,group_4525
prod_3834,manufacturer_4526,group_4526
prod_8726,manufacturer_4527,group_4527
prod_7652,manufacturer_4528,group_4528
prod_9023,manufacturer_4529,group_4529
prod_9942,manufacturer_4530,group_4530
prod_7171,manufacturer_4531,group_4531
prod_7455,manufacturer_4532,group_4532
prod_1851,manufacturer_4533,group_4533
prod_8175,manufacturer_4534,group_4534
prod_3162,manufacturer_4535,group_4535
prod_1087,manufacturer_4536,group_4536
prod_7134,manufacturer_4537,group_4537
prod_9180,manufacturer_4538,group_4538
prod_1049,manufacturer_4539,group_4539
prod_8071,manufacturer_4540,group_4540
prod_3616,manufacturer_4541,group_4541
prod_9249,manufacturer_4542,group_4542
prod_4053,manufacturer_4543,group_4543
prod_5047,manufacturer_4544,group_4544
prod_4137,manufacturer_4545,group_4545
prod_2792,manufacturer_4546,group_4546
prod_5753,manufacturer_4547,group_4547
prod_1190,manufacturer_4548,group_4548
prod_8903,manufacturer_4549,group_4549
prod_9541,manufacturer_4550,group_4550
prod_4876,manufacturer_4551,group_4551
prod_4101,manufacturer_4552,group_4552
prod_6177,manufacturer_4553,group_4553
prod_1058,manufacturer_4554,group_4554
prod_6884,manufacturer_4555,group_4555
prod_9620,manufacturer_4556,group_4556
prod_3673,manufacturer_4557,group_4557
prod_3697,manufacturer_4558,group_4558
prod_1365,manufacturer_4559,group_4559
prod_1384,manufacturer_4560,group_4560
prod_6352,manufacturer_4561,group_4561
prod_9077,manufacturer_4562,group_4562
prod_3574,manufacturer_4563,group_4563
prod_1581,manufacturer_4564,group_4564
prod_4790,manufacturer_4565,group_4565
prod_1799,manufacturer_4566,group_4566
prod_5160,manufacturer_4567,group_4567
prod_6265,manufacturer_4568,group_4568
prod_8796,manufacturer_4569,group_4569
prod_6890,manufacturer_4570,group_4570
prod_5943,manufacturer_4571,group_4571
prod_8357,manufacturer_4572,group_4572
prod_4455,manufacturer_4573,group_4573
prod_7003,manufacturer_4574,group_4574
prod_3480,manufacturer_4575,group_4575
prod_8367,manufacturer_4576,group_4576
prod_6490,manufacturer_4577,group_4577
prod_9594,manufacturer_4578,group_4578
prod_4170,manufacturer_4579,group_4579
prod_6368,manufacturer_4580,group_4580
prod_8492,manufacturer_4581,group_4581
prod_1409,manufacturer_4582,group_4582
prod_7966,manufacturer_4583,group_4583
prod_3353,manufacturer_4584,group_4584
prod_7664,manufacturer_4585,group_4585
prod_8949,manufacturer_4586,group_4586
prod_2839,manufacturer_4587,group_4587
prod_4214,manufacturer_4588,group_4588
prod_8399,manufacturer_4589,group_4589
prod_5691,manufacturer_4590,group_4590
prod_7689,manufacturer_4591,group_4591
prod_3012,manufacturer_4592,group_4592
prod_5466,manufacturer_4593,group_4593
prod_5706,manufacturer_4594,group_4594
prod_2805,manufacturer_4595,group_4595
prod_4538,manufacturer_4596,group_4596
prod_2168,manufacturer_4597,group_4597
prod_7010,manufacturer_4598,group_4598
prod_1036,manufacturer_4599,group_4599
prod_3288,manufacturer_4600,group_4600
prod_9136,manufacturer_4601,group_4601
prod_6867,manufacturer_4602,group_4602
prod_3944,manufacturer_4603,group_4603
prod_1324,manufacturer_4604,group_4604
prod_8674,manufacturer_4605,group_4605
prod_9555,manufacturer_4606,group_4606
prod_1566,manufacturer_4607,group_4607
prod_8313,manufacturer_4608,group_4608
prod_8392,manufacturer_4609,group_4609
prod_4655,manufacturer_4610,group_4610
prod_5279,manufacturer_4611,group_4611
prod_9346,manufacturer_4612,group_4612
prod_4822,manufacturer_4613,group_4613
prod_3091,manufacturer_4614,group_4614
prod_9930,manufacturer_4615,group_4615
prod_7244,manufacturer_4616,group_4616
prod_3783,manufacturer_4617,group_4617
prod_8326,manufacturer_4618,group_4618
prod_9773,manufacturer_4619,group_4619
prod_8247,manufacturer_4620,group_4620
prod_4180,manufacturer_4621,group_4621
prod_6687,manufacturer_4622,group_4622
prod_5859,manufacturer_4623,group_4623
prod_1920,manufacturer_4624,group_4624
prod_4681,manufacturer_4625,group_4625
prod_9109,manufacturer_4626,group_4626
prod_5745,manufacturer_4627,group_4627
prod_5037,manufacturer_4628,group_4628
prod_7677,manufacturer_4629,group_4629
prod_9843,manufacturer_4630,group_4630
prod_9514,manufacturer_4631,group_4631
prod_1964,manufacturer_4632,group_4632
prod_4128,manufacturer_4633,group_4633
prod_3835,manufacturer_4634,group_4634
prod_9698,manufacturer_4635,group_4635
prod_3343,manufacturer_4636,group_4636
prod_5080,manufacturer_4637,group_4637
prod_5458,manufacturer_4638,group_4638
prod_6126,manufacturer_4639,group_4639
prod_2882,manufacturer_4640,group_4640
prod_2154,manufacturer_4641,group_4641
prod_1055,manufacturer_4642,group_4642
prod_3902,manufacturer_4643,group_4643
prod_1893,manufacturer_4644,group_4644
prod_9884,manufacturer_4645,group_4645
prod_4160,manufacturer_4646,group_4646
prod_9368,manufacturer_4647,group_4647
prod_4434,manufacturer_4648,group_4648
prod_5533,manufacturer_4649,group_4649
prod_3499,manufacturer_4650,group_4650
prod_3100,manufacturer_4651,group_4651
prod_6123,manufacturer_4652,group_4652
prod_2845,manufacturer_4653,group_4653
prod_3024,manufacturer_4654,group_4654
prod_3744,manufacturer_4655,group_4655
prod_4405,manufacturer_4656,group_4656
prod_6537,manufacturer_4657,group_4657
prod_9718,manufacturer_4658,group_4658
prod_5011,manufacturer_4659,group_4659
prod_7024,manufacturer_4660,group_4660
prod_6894,manufacturer_4661,group_4661
prod_9050,manufacturer_4662,group_4662
prod_4248,manufacturer_4663,group_4663
prod_3145,manufacturer_4664,group_4664
prod_1678,manufacturer_4665,group_4665
prod_9919,manufacturer_4666,group_4666
prod_3352,manufacturer_4667,group_4667
prod_3133,manufacturer_4668,group_4668
prod_6190,manufacturer_4669,group_4669
prod_6057,manufacturer_4670,group_4670
prod_4836,manufacturer_4671,group_4671
prod_7996,manufacturer_4672,group_4672
prod_6745,manufacturer_4673,group_4673
prod_2732,manufacturer_4674,group_4674
prod_6169,manufacturer_4675,group_4675
prod_8072,manufacturer_4676,group_4676
prod_2451,manufacturer_4677,group_4677
prod_1508,manufacturer_4678,group_4678
prod_5666,manufacturer_4679,group_4679
prod_2088,manufacturer_4680,group_4680
prod_4404,manufacturer_4681,group_4681
prod_3887,manufacturer_4682,group_4682
prod_5476,manufacturer_4683,group_4683
prod_9473,manufacturer_4684,group_4684
prod_9675,manufacturer_4685,group_4685
prod_7755,manufacturer_4686,group_4686
prod_5472,manufacturer_4687,group_4687
prod_3232,manufacturer_4688,group_4688
prod_3251,manufacturer_4689,group_4689
prod_6751,manufacturer_4690,group_4690
prod_2676,manufacturer_4691,group_4691
prod_2175,manufacturer_4692,group_4692
prod_7051,manufacturer_4693,group_4693
prod_7898,manufacturer_4694,group_4694
prod_9027,manufacturer_4695,group_4695
prod_1596,manufacturer_4696,group_4696
prod_8192,manufacturer_4697,group_4697
prod_5328,manufacturer_4698,group_4698
prod_3848,manufacturer_4699,group_4699
prod_8525,manufacturer_4700,group_4700
prod_5720,manufacturer_4701,group_4701
prod_5488,manufacturer_4702,group_4702
prod_5636,manufacturer_4703,group_4703
prod_3479,manufacturer_4704,group_4704
prod_4778,manufacturer_4705,group_4705
prod_2152,manufacturer_4706,group_4706
prod_1056,manufacturer_4707,group_4707
prod_1989,manufacturer_4708,group_4708
prod_7148,manufacturer_4709,group_4709
prod_3566,manufacturer_4710,group_4710
prod_9585,manufacturer_4711,group_4711
prod_4771,manufacturer_4712,group_4712
prod_1643,manufacturer_4713,group_4713
prod_2492,manufacturer_4714,group_4714
prod_8416,manufacturer_4715,group_4715
prod_1253,manufacturer_4716,group_4716
prod_3214,manufacturer_4717,group_4717
prod_2929,manufacturer_4718,group_4718
prod_4401,manufacturer_4719,group_4719
prod_1850,manufacturer_4720,group_4720
prod_1662,manufacturer_4721,group_4721
prod_3089,manufacturer_4722,group_4722
prod_7773,manufacturer_4723,group_4723
prod_4372,manufacturer_4724,group_4724
prod_5920,manufacturer_4725,group_4725
prod_7138,manufacturer_4726,group_4726
prod_5228,manufacturer_4727,group_4727
prod_9789,manufacturer_4728,group_4728
prod_9817,manufacturer_4729,group_4729
prod_8092,manufacturer_4730,group_4730
prod_7845,manufacturer_4731,group_4731
prod_9406,manufacturer_4732,group_4732
prod_8613,manufacturer_4733,group_4733
prod_7378,manufacturer_4734,group_4734
prod_6989,manufacturer_4735,group_4735
prod_6045,manufacturer_4736,group_4736
prod_6772,manufacturer_4737,group_4737
prod_4910,manufacturer_4738,group_4738
prod_5710,manufacturer_4739,group_4739
prod_9475,manufacturer_4740,group_4740
prod_6996,manufacturer_4741,group_4741
prod_8512,manufacturer_4742,group_4742
prod_1576,manufacturer_4743,group_4743
prod_3511,manufacturer_4744,group_4744
prod_7443,manufacturer_4745,group_4745
prod_1928,manufacturer_4746,group_4746
prod_9453,manufacturer_4747,group_4747
prod_9498,manufacturer_4748,group_4748
prod_3704,manufacturer_4749,group_4749
prod_7393,manufacturer_4750,group_4750
prod_8654,manufacturer_4751,group_4751
prod_6136,manufacturer_4752,group_4752
prod_5589,manufacturer_4753,group_4753
prod_2597,manufacturer_4754,group_4754
prod_5381,manufacturer_4755,group_4755
prod_4338,manufacturer_4756,group_4756
prod_1986,manufacturer_4757,group_4757
prod_1342,manufacturer_4758,group_4758
prod_2385,manufacturer_4759,group_4759
prod_1183,manufacturer_4760,group_4760
prod_5020,manufacturer_4761,group_4761
prod_6982,manufacturer_4762,group_4762
prod_4694,manufacturer_4763,group_4763
prod_8459,manufacturer_4764,group_4764
prod_6206,manufacturer_4765,group_4765
prod_5893,manufacturer_4766,group_4766
prod_8708,manufacturer_4767,group_4767
prod_4084,manufacturer_4768,group_4768
prod_6579,manufacturer_4769,group_4769
prod_3032,manufacturer_4770,group_4770
prod_2948,manufacturer_4771,group_4771
prod_8718,manufacturer_4772,group_4772
prod_9613,manufacturer_4773,group_4773
prod_1195,manufacturer_4774,group_4774
prod_1283,manufacturer_4775,group_4775
prod_9507,manufacturer_4776,group_4776
prod_3973,manufacturer_4777,group_4777
prod_8564,manufacturer_4778,group_4778
prod_9756,manufacturer_4779,group_4779
prod_1948,manufacturer_4780,group_4780
prod_7373,manufacturer_4781,group_4781
prod_1883,manufacturer_4782,group_4782
prod_7269,manufacturer_4783,group_4783
prod_8984,manufacturer_4784,group_4784
prod_2658,manufacturer_4785,group_4785
prod_7606,manufacturer_4786,group_4786
prod_9057,manufacturer_4787,group_4787
prod_9371,manufacturer_4788,group_4788
prod_9176,manufacturer_4789,group_4789
prod_9603,manufacturer_4790,group_4790
prod_7781,manufacturer_4791,group_4791
prod_2664,manufacturer_4792,group_4792
prod_9113,manufacturer_4793,group_4793
prod_6624,manufacturer_4794,group_4794
prod_8187,manufacturer_4795,group_4795
prod_3330,manufacturer_4796,group_4796
prod_7858,manufacturer_4797,group_4797
prod_1300,manufacturer_4798,group_4798
prod_4394,manufacturer_4799,group_4799
prod_2656,manufacturer_4800,group_4800
prod_8956,manufacturer_4801,group_4801
prod_9429,manufacturer_4802,group_4802
prod_8701,manufacturer_4803,group_4803
prod_2500,manufacturer_4804,group_4804
prod_9559,manufacturer_4805,group_4805
prod_7162,manufacturer_4806,group_4806
prod_7181,manufacturer_4807,group_4807
prod_1755,manufacturer_4808,group_4808
prod_1263,manufacturer_4809,group_4809
prod_7668,manufacturer_4810,group_4810
prod_9912,manufacturer_4811,group_4811
prod_1491,manufacturer_4812,group_4812
prod_8298,manufacturer_4813,group_4813
prod_7554,manufacturer_4814,group_4814
prod_2810,manufacturer_4815,group_4815
prod_6262,manufacturer_4816,group_4816
prod_4740,manufacturer_4817,group_4817
prod_3086,manufacturer_4818,group_4818
prod_4708,manufacturer_4819,group_4819
prod_2108,manufacturer_4820,group_4820
prod_6649,manufacturer_4821,group_4821
prod_5937,manufacturer_4822,group_4822
prod_2560,manufacturer_4823,group_4823
prod_7801,manufacturer_4824,group_4824
prod_6792,manufacturer_4825,group_4825
prod_7703,manufacturer_4826,group_4826
prod_6639,manufacturer_4827,group_4827
prod_4337,manufacturer_4828,group_4828
prod_2042,manufacturer_4829,group_4829
prod_3631,manufacturer_4830,group_4830
prod_1912,manufacturer_4831,group_4831
prod_5529,manufacturer_4832,group_4832
prod_7586,manufacturer_4833,group_4833
prod_7288,manufacturer_4834,group_4834
prod_3651,manufacturer_4835,group_4835
prod_3798,manufacturer_4836,group_4836
prod_4649,manufacturer_4837,group_4837
prod_5027,manufacturer_4838,group_4838
prod_8825,manufacturer_4839,group_4839
prod_4824,manufacturer_4840,group_4840
prod_7895,manufacturer_4841,group_4841
prod_4415,manufacturer_4842,group_4842
prod_9806,manufacturer_4843,group_4843
prod_2011,manufacturer_4844,group_4844
prod_3167,manufacturer_4845,group_4845
prod_1675,manufacturer_4846,group_4846
prod_7859,manufacturer_4847,group_4847
prod_4272,manufacturer_4848,group_4848
prod_8913,manufacturer_4849,group_4849
prod_4294,manufacturer_4850,group_4850
prod_3443,manufacturer_4851,group_4851
prod_5034,manufacturer_4852,group_4852
prod_5433,manufacturer_4853,group_4853
prod_6805,manufacturer_4854,group_4854
prod_6244,manufacturer_4855,group_4855
prod_7290,manufacturer_4856,group_4856
prod_7478,manufacturer_4857,group_4857
prod_4991,manufacturer_4858,group_4858
prod_6843,manufacturer_4859,group_4859
prod_3812,manufacturer_4860,group_4860
prod_4355,manufacturer_4861,group_4861
prod_9358,manufacturer_4862,group_4862
prod_8012,manufacturer_4863,group_4863
prod_4284,manufacturer_4864,group_4864
prod_6313,manufacturer_4865,group_4865
prod_4306,manufacturer_4866,group_4866
prod_5580,manufacturer_4867,group_4867
prod_7632,manufacturer_4868,group_4868
prod_8303,manufacturer_4869,group_4869
prod_4940,manufacturer_4870,group_4870
prod_8501,manufacturer_4871,group_4871
prod_1377,manufacturer_4872,group_4872
prod_7203,manufacturer_4873,group_4873
prod_8935,manufacturer_4874,group_4874
prod_3678,manufacturer_4875,group_4875
prod_9206,manufacturer_4876,group_4876
prod_4831,manufacturer_4877,group_4877
prod_8919,manufacturer_4878,group_4878
prod_7914,manufacturer_4879,group_4879
prod_6283,manufacturer_4880,group_4880
prod_1776,manufacturer_4881,group_4881
prod_3630,manufacturer_4882,group_4882
prod_7623,manufacturer_4883,group_4883
prod_9671,manufacturer_4884,group_4884
prod_6668,manufacturer_4885,group_4885
prod_3537,manufacturer_4886,group_4886
prod_6391,manufacturer_4887,group_4887
prod_1197,manufacturer_4888,group_4888
prod_7556,manufacturer_4889,group_4889
prod_4200,manufacturer_4890,group_4890
prod_7306,manufacturer_4891,group_4891
prod_4533,manufacturer_4892,group_4892
prod_7202,manufacturer_4893,group_4893
prod_8476,manufacturer_4894,group_4894
prod_1135,manufacturer_4895,group_4895
prod_9195,manufacturer_4896,group_4896
prod_7645,manufacturer_4897,group_4897
prod_8717,manufacturer_4898,group_4898
prod_6656,manufacturer_4899,group_4899
prod_3755,manufacturer_4900,group_4900
prod_4222,manufacturer_4901,group_4901
prod_7667,manufacturer_4902,group_4902
prod_6834,manufacturer_4903,group_4903
prod_4957,manufacturer_4904,group_4904
prod_5527,manufacturer_4905,group_4905
prod_8740,manufacturer_4906,group_4906
prod_2774,manufacturer_4907,group_4907
prod_5838,manufacturer_4908,group_4908
prod_6149,manufacturer_4909,group_4909
prod_6911,manufacturer_4910,group_4910
prod_4889,manufacturer_4911,group_4911
prod_2675,manufacturer_4912,group_4912
prod_6802,manufacturer_4913,group_4913
prod_1383,manufacturer_4914,group_4914
prod_2295,manufacturer_4915,group_4915
prod_1910,manufacturer_4916,group_4916
prod_6784,manufacturer_4917,group_4917
prod_1107,manufacturer_4918,group_4918
prod_8785,manufacturer_4919,group_4919
prod_7266,manufacturer_4920,group_4920
prod_3533,manufacturer_4921,group_4921
prod_1369,manufacturer_4922,group_4922
prod_5142,manufacturer_4923,group_4923
prod_5445,manufacturer_4924,group_4924
prod_5134,manufacturer_4925,group_4925
prod_6304,manufacturer_4926,group_4926
prod_4136,manufacturer_4927,group_4927
prod_2387,manufacturer_4928,group_4928
prod_4331,manufacturer_4929,group_4929
prod_6187,manufacturer_4930,group_4930
prod_6017,manufacturer_4931,group_4931
prod_3579,manufacturer_4932,group_4932
prod_4962,manufacturer_4933,group_4933
prod_9761,manufacturer_4934,group_4934
prod_2749,manufacturer_4935,group_4935
prod_6875,manufacturer_4936,group_4936
prod_6411,manufacturer_4937,group_4937
prod_6886,manufacturer_4938,group_4938
prod_2754,manufacturer_4939,group_4939
prod_7316,manufacturer_4940,group_4940
prod_3831,manufacturer_4941,group_4941
prod_2393,manufacturer_4942,group_4942
prod_9037,manufacturer_4943,group_4943
prod_8729,manufacturer_4944,group_4944
prod_1571,manufacturer_4945,group_4945
prod_7217,manufacturer_4946,group_4946
prod_3535,manufacturer_4947,group_4947
prod_7521,manufacturer_4948,group_4948
prod_8954,manufacturer_4949,group_4949
prod_8405,manufacturer_4950,group_4950
prod_8738,manufacturer_4951,group_4951
prod_9865,manufacturer_4952,group_4952
prod_4020,manufacturer_4953,group_4953
prod_6873,manufacturer_4954,group_4954
prod_4536,manufacturer_4955,group_4955
prod_5926,manufacturer_4956,group_4956
prod_8764,manufacturer_4957,group_4957
prod_9433,manufacturer_4958,group_4958
prod_8684,manufacturer_4959,group_4959
prod_9233,manufacturer_4960,group_4960
prod_2325,manufacturer_4961,group_4961
prod_3974,manufacturer_4962,group_4962
prod_5930,manufacturer_4963,group_4963
prod_2214,manufacturer_4964,group_4964
prod_8705,manufacturer_4965,group_4965
prod_9047,manufacturer_4966,group_4966
prod_6590,manufacturer_4967,group_4967
prod_8580,manufacturer_4968,group_4968
prod_5090,manufacturer_4969,group_4969
prod_7006,manufacturer_4970,group_4970
prod_3817,manufacturer_4971,group_4971
prod_5788,manufacturer_4972,group_4972
prod_1073,manufacturer_4973,group_4973
prod_9674,manufacturer_4974,group_4974
prod_8963,manufacturer_4975,group_4975
prod_5444,manufacturer_4976,group_4976
prod_4960,manufacturer_4977,group_4977
prod_6348,manufacturer_4978,group_4978
prod_6030,manufacturer_4979,group_4979
prod_3030,manufacturer_4980,group_4980
prod_4097,manufacturer_4981,group_4981
prod_9286,manufacturer_4982,group_4982
prod_7585,manufacturer_4983,group_4983
prod_2843,manufacturer_4984,group_4984
prod_7542,manufacturer_4985,group_4985
prod_6955,manufacturer_4986,group_4986
prod_6983,manufacturer_4987,group_4987
prod_5944,manufacturer_4988,group_4988
prod_4517,manufacturer_4989,group_4989
prod_6625,manufacturer_4990,group_4990
prod_7276,manufacturer_4991,group_4991
prod_8603,manufacturer_4992,group_4992
prod_2956,manufacturer_4993,group_4993
prod_2750,manufacturer_4994,group_4994
prod_9465,manufacturer_4995,group_4995
prod_3370,manufacturer_4996,group_4996
prod_1200,manufacturer_4997,group_4997
prod_1267,manufacturer_4998,group_4998
prod_6695,manufacturer_4999,group_4999
prod_6988,manufacturer_5000,group_5000
prod_2823,manufacturer_5001,group_5001
prod_9771,manufacturer_5002,group_5002
prod_3366,manufacturer_5003,group_5003
prod_1447,manufacturer_5004,group_5004
prod_1251,manufacturer_5005,group_5005
prod_7334,manufacturer_5006,group_5006
prod_6506,manufacturer_5007,group_5007
prod_9071,manufacturer_5008,group_5008
prod_4428,manufacturer_5009,group_5009
prod_9856,manufacturer_5010,group_5010
prod_3114,manufacturer_5011,group_5011
prod_8748,manufacturer_5012,group_5012
prod_9144,manufacturer_5013,group_5013
prod_3605,manufacturer_5014,group_5014
prod_2958,manufacturer_5015,group_5015
prod_4851,manufacturer_5016,group_5016
prod_6295,manufacturer_5017,group_5017
prod_9735,manufacturer_5018,group_5018
prod_7936,manufacturer_5019,group_5019
prod_6163,manufacturer_5020,group_5020
prod_7915,manufacturer_5021,group_5021
prod_7106,manufacturer_5022,group_5022
prod_7624,manufacturer_5023,group_5023
prod_1950,manufacturer_5024,group_5024
prod_3247,manufacturer_5025,group_5025
prod_9282,manufacturer_5026,group_5026
prod_4642,manufacturer_5027,group_5027
prod_9628,manufacturer_5028,group_5028
prod_5544,manufacturer_5029,group_5029
prod_2249,manufacturer_5030,group_5030
prod_1529,manufacturer_5031,group_5031
prod_5731,manufacturer_5032,group_5032
prod_2077,manufacturer_5033,group_5033
prod_6161,manufacturer_5034,group_5034
prod_2377,manufacturer_5035,group_5035
prod_3267,manufacturer_5036,group_5036
prod_9947,manufacturer_5037,group_5037
prod_3068,manufacturer_5038,group_5038
prod_9015,manufacturer_5039,group_5039
prod_1517,manufacturer_5040,group_5040
prod_2857,manufacturer_5041,group_5041
prod_5121,manufacturer_5042,group_5042
prod_5816,manufacturer_5043,group_5043
prod_6626,manufacturer_5044,group_5044
prod_9334,manufacturer_5045,group_5045
prod_3780,manufacturer_5046,group_5046
prod_2127,manufacturer_5047,group_5047
prod_8971,manufacturer_5048,group_5048
prod_1418,manufacturer_5049,group_5049
prod_8683,manufacturer_5050,group_5050
prod_9657,manufacturer_5051,group_5051
prod_8123,manufacturer_5052,group_5052
prod_9661,manufacturer_5053,group_5053
prod_9874,manufacturer_5054,group_5054
prod_3476,manufacturer_5055,group_5055
prod_5268,manufacturer_5056,group_5056
prod_5913,manufacturer_5057,group_5057
prod_2237,manufacturer_5058,group_5058
prod_9540,manufacturer_5059,group_5059
prod_2815,manufacturer_5060,group_5060
prod_8750,manufacturer_5061,group_5061
prod_3745,manufacturer_5062,group_5062
prod_6328,manufacturer_5063,group_5063
prod_6228,manufacturer_5064,group_5064
prod_8506,manufacturer_5065,group_5065
prod_5442,manufacturer_5066,group_5066
prod_8607,manufacturer_5067,group_5067
prod_6929,manufacturer_5068,group_5068
prod_4984,manufacturer_5069,group_5069
prod_7851,manufacturer_5070,group_5070
prod_3282,manufacturer_5071,group_5071
prod_1523,manufacturer_5072,group_5072
prod_1457,manufacturer_5073,group_5073
prod_9877,manufacturer_5074,group_5074
prod_9898,manufacturer_5075,group_5075
prod_2844,manufacturer_5076,group_5076
prod_5983,manufacturer_5077,group_5077
prod_1363,manufacturer_5078,group_5078
prod_5018,manufacturer_5079,group_5079
prod_5061,manufacturer_5080,group_5080
prod_7734,manufacturer_5081,group_5081
prod_6292,manufacturer_5082,group_5082
prod_5756,manufacturer_5083,group_5083
prod_4202,manufacturer_5084,group_5084
prod_4232,manufacturer_5085,group_5085
prod_3126,manufacturer_5086,group_5086
prod_5226,manufacturer_5087,group_5087
prod_9776,manufacturer_5088,group_5088
prod_8087,manufacturer_5089,group_5089
prod_3949,manufacturer_5090,group_5090
prod_4869,manufacturer_5091,group_5091
prod_3703,manufacturer_5092,group_5092
prod_1113,manufacturer_5093,group_5093
prod_6131,manufacturer_5094,group_5094
prod_3104,manufacturer_5095,group_5095
prod_2972,manufacturer_5096,group_5096
prod_6836,manufacturer_5097,group_5097
prod_5475,manufacturer_5098,group_5098
prod_4554,manufacturer_5099,group_5099
prod_1366,manufacturer_5100,group_5100
prod_8513,manufacturer_5101,group_5101
prod_7758,manufacturer_5102,group_5102
prod_5070,manufacturer_5103,group_5103
prod_1207,manufacturer_5104,group_5104
prod_8106,manufacturer_5105,group_5105
prod_5307,manufacturer_5106,group_5106
prod_9252,manufacturer_5107,group_5107
prod_9386,manufacturer_5108,group_5108
prod_3153,manufacturer_5109,group_5109
prod_5997,manufacturer_5110,group_5110
prod_8697,manufacturer_5111,group_5111
prod_1552,manufacturer_5112,group_5112
prod_1855,manufacturer_5113,group_5113
prod_3852,manufacturer_5114,group_5114
prod_8669,manufacturer_5115,group_5115
prod_4528,manufacturer_5116,group_5116
prod_9525,manufacturer_5117,group_5117
prod_3095,manufacturer_5118,group_5118
